asset_id,ticker,name,country,exchange,sector,asset_class,currency
148,DVN,DVN,US,NYSE/NASDAQ,Unknown,Equity,USD
149,DXCM,DXCM,US,NYSE/NASDAQ,Unknown,Equity,USD
150,FANG,FANG,US,NYSE/NASDAQ,Unknown,Equity,USD
151,DLR,DLR,US,NYSE/NASDAQ,Unknown,Equity,USD
152,DG,DG,US,NYSE/NASDAQ,Unknown,Equity,USD
153,DLTR,DLTR,US,NYSE/NASDAQ,Unknown,Equity,USD
154,D,D,US,NYSE/NASDAQ,Unknown,Equity,USD
155,DPZ,DPZ,US,NYSE/NASDAQ,Unknown,Equity,USD
156,DASH,DASH,US,NYSE/NASDAQ,Unknown,Equity,USD
157,DOV,DOV,US,NYSE/NASDAQ,Unknown,Equity,USD
158,DOW,DOW,US,NYSE/NASDAQ,Unknown,Equity,USD
159,DHI,DHI,US,NYSE/NASDAQ,Unknown,Equity,USD
160,DTE,DTE,US,NYSE/NASDAQ,Unknown,Equity,USD
161,DUK,DUK,US,NYSE/NASDAQ,Unknown,Equity,USD
162,DD,DD,US,NYSE/NASDAQ,Unknown,Equity,USD
163,ETN,ETN,US,NYSE/NASDAQ,Unknown,Equity,USD
164,EBAY,EBAY,US,NYSE/NASDAQ,Unknown,Equity,USD
165,ECL,ECL,US,NYSE/NASDAQ,Unknown,Equity,USD
166,EIX,EIX,US,NYSE/NASDAQ,Unknown,Equity,USD
167,EW,EW,US,NYSE/NASDAQ,Unknown,Equity,USD
168,EA,EA,US,NYSE/NASDAQ,Unknown,Equity,USD
169,ELV,ELV,US,NYSE/NASDAQ,Unknown,Equity,USD
170,EME,EME,US,NYSE/NASDAQ,Unknown,Equity,USD
171,EMR,EMR,US,NYSE/NASDAQ,Unknown,Equity,USD
172,ETR,ETR,US,NYSE/NASDAQ,Unknown,Equity,USD
173,EOG,EOG,US,NYSE/NASDAQ,Unknown,Equity,USD
174,EPAM,EPAM,US,NYSE/NASDAQ,Unknown,Equity,USD
175,EQT,EQT,US,NYSE/NASDAQ,Unknown,Equity,USD
176,EFX,EFX,US,NYSE/NASDAQ,Unknown,Equity,USD
177,EQIX,EQIX,US,NYSE/NASDAQ,Unknown,Equity,USD
178,EQR,EQR,US,NYSE/NASDAQ,Unknown,Equity,USD
179,ERIE,ERIE,US,NYSE/NASDAQ,Unknown,Equity,USD
180,ESS,ESS,US,NYSE/NASDAQ,Unknown,Equity,USD
181,EL,EL,US,NYSE/NASDAQ,Unknown,Equity,USD
182,EG,EG,US,NYSE/NASDAQ,Unknown,Equity,USD
183,EVRG,EVRG,US,NYSE/NASDAQ,Unknown,Equity,USD
184,ES,ES,US,NYSE/NASDAQ,Unknown,Equity,USD
185,EXC,EXC,US,NYSE/NASDAQ,Unknown,Equity,USD
186,EXE,EXE,US,NYSE/NASDAQ,Unknown,Equity,USD
187,EXPE,EXPE,US,NYSE/NASDAQ,Unknown,Equity,USD
188,EXPD,EXPD,US,NYSE/NASDAQ,Unknown,Equity,USD
189,EXR,EXR,US,NYSE/NASDAQ,Unknown,Equity,USD
190,XOM,XOM,US,NYSE/NASDAQ,Unknown,Equity,USD
191,FFIV,FFIV,US,NYSE/NASDAQ,Unknown,Equity,USD
192,FDS,FDS,US,NYSE/NASDAQ,Unknown,Equity,USD
193,FICO,FICO,US,NYSE/NASDAQ,Unknown,Equity,USD
194,FAST,FAST,US,NYSE/NASDAQ,Unknown,Equity,USD
195,FRT,FRT,US,NYSE/NASDAQ,Unknown,Equity,USD
196,FDX,FDX,US,NYSE/NASDAQ,Unknown,Equity,USD
197,FIS,FIS,US,NYSE/NASDAQ,Unknown,Equity,USD
198,FITB,FITB,US,NYSE/NASDAQ,Unknown,Equity,USD
199,FSLR,FSLR,US,NYSE/NASDAQ,Unknown,Equity,USD
200,FE,FE,US,NYSE/NASDAQ,Unknown,Equity,USD
201,FISV,FISV,US,NYSE/NASDAQ,Unknown,Equity,USD
202,F,F,US,NYSE/NASDAQ,Unknown,Equity,USD
203,FTNT,FTNT,US,NYSE/NASDAQ,Unknown,Equity,USD
204,FTV,FTV,US,NYSE/NASDAQ,Unknown,Equity,USD
205,FOXA,FOXA,US,NYSE/NASDAQ,Unknown,Equity,USD
206,FOX,FOX,US,NYSE/NASDAQ,Unknown,Equity,USD
207,BEN,BEN,US,NYSE/NASDAQ,Unknown,Equity,USD
208,FCX,FCX,US,NYSE/NASDAQ,Unknown,Equity,USD
209,GRMN,GRMN,US,NYSE/NASDAQ,Unknown,Equity,USD
210,IT,IT,US,NYSE/NASDAQ,Unknown,Equity,USD
211,GE,GE,US,NYSE/NASDAQ,Unknown,Equity,USD
212,GEHC,GEHC,US,NYSE/NASDAQ,Unknown,Equity,USD
213,GEV,GEV,US,NYSE/NASDAQ,Unknown,Equity,USD
214,GEN,GEN,US,NYSE/NASDAQ,Unknown,Equity,USD
215,GNRC,GNRC,US,NYSE/NASDAQ,Unknown,Equity,USD
216,GD,GD,US,NYSE/NASDAQ,Unknown,Equity,USD
217,GIS,GIS,US,NYSE/NASDAQ,Unknown,Equity,USD
218,GM,GM,US,NYSE/NASDAQ,Unknown,Equity,USD
219,GPC,GPC,US,NYSE/NASDAQ,Unknown,Equity,USD
220,GILD,GILD,US,NYSE/NASDAQ,Unknown,Equity,USD
221,GPN,GPN,US,NYSE/NASDAQ,Unknown,Equity,USD
222,GL,GL,US,NYSE/NASDAQ,Unknown,Equity,USD
223,GDDY,GDDY,US,NYSE/NASDAQ,Unknown,Equity,USD
224,GS,GS,US,NYSE/NASDAQ,Unknown,Equity,USD
225,HAL,HAL,US,NYSE/NASDAQ,Unknown,Equity,USD
226,HIG,HIG,US,NYSE/NASDAQ,Unknown,Equity,USD
227,HAS,HAS,US,NYSE/NASDAQ,Unknown,Equity,USD
228,HCA,HCA,US,NYSE/NASDAQ,Unknown,Equity,USD
229,DOC,DOC,US,NYSE/NASDAQ,Unknown,Equity,USD
230,HSIC,HSIC,US,NYSE/NASDAQ,Unknown,Equity,USD
231,HSY,HSY,US,NYSE/NASDAQ,Unknown,Equity,USD
232,HPE,HPE,US,NYSE/NASDAQ,Unknown,Equity,USD
233,HLT,HLT,US,NYSE/NASDAQ,Unknown,Equity,USD
234,HOLX,HOLX,US,NYSE/NASDAQ,Unknown,Equity,USD
235,HD,HD,US,NYSE/NASDAQ,Unknown,Equity,USD
236,HON,HON,US,NYSE/NASDAQ,Unknown,Equity,USD
237,HRL,HRL,US,NYSE/NASDAQ,Unknown,Equity,USD
238,HST,HST,US,NYSE/NASDAQ,Unknown,Equity,USD
239,HWM,HWM,US,NYSE/NASDAQ,Unknown,Equity,USD
240,HPQ,HPQ,US,NYSE/NASDAQ,Unknown,Equity,USD
241,HUBB,HUBB,US,NYSE/NASDAQ,Unknown,Equity,USD
242,HUM,HUM,US,NYSE/NASDAQ,Unknown,Equity,USD
243,HBAN,HBAN,US,NYSE/NASDAQ,Unknown,Equity,USD
244,HII,HII,US,NYSE/NASDAQ,Unknown,Equity,USD
245,IBM,IBM,US,NYSE/NASDAQ,Unknown,Equity,USD
246,IEX,IEX,US,NYSE/NASDAQ,Unknown,Equity,USD
247,IDXX,IDXX,US,NYSE/NASDAQ,Unknown,Equity,USD
248,ITW,ITW,US,NYSE/NASDAQ,Unknown,Equity,USD
249,INCY,INCY,US,NYSE/NASDAQ,Unknown,Equity,USD
250,IR,IR,US,NYSE/NASDAQ,Unknown,Equity,USD
251,PODD,PODD,US,NYSE/NASDAQ,Unknown,Equity,USD
252,INTC,INTC,US,NYSE/NASDAQ,Unknown,Equity,USD
253,IBKR,IBKR,US,NYSE/NASDAQ,Unknown,Equity,USD
254,ICE,ICE,US,NYSE/NASDAQ,Unknown,Equity,USD
255,IFF,IFF,US,NYSE/NASDAQ,Unknown,Equity,USD
256,IP,IP,US,NYSE/NASDAQ,Unknown,Equity,USD
257,INTU,INTU,US,NYSE/NASDAQ,Unknown,Equity,USD
258,ISRG,ISRG,US,NYSE/NASDAQ,Unknown,Equity,USD
259,IVZ,IVZ,US,NYSE/NASDAQ,Unknown,Equity,USD
260,INVH,INVH,US,NYSE/NASDAQ,Unknown,Equity,USD
261,IQV,IQV,US,NYSE/NASDAQ,Unknown,Equity,USD
262,IRM,IRM,US,NYSE/NASDAQ,Unknown,Equity,USD
263,JBHT,JBHT,US,NYSE/NASDAQ,Unknown,Equity,USD
264,JBL,JBL,US,NYSE/NASDAQ,Unknown,Equity,USD
265,JKHY,JKHY,US,NYSE/NASDAQ,Unknown,Equity,USD
266,J,J,US,NYSE/NASDAQ,Unknown,Equity,USD
267,JNJ,JNJ,US,NYSE/NASDAQ,Unknown,Equity,USD
268,JCI,JCI,US,NYSE/NASDAQ,Unknown,Equity,USD
269,JPM,JPM,US,NYSE/NASDAQ,Unknown,Equity,USD
270,KVUE,KVUE,US,NYSE/NASDAQ,Unknown,Equity,USD
271,KDP,KDP,US,NYSE/NASDAQ,Unknown,Equity,USD
272,KEY,KEY,US,NYSE/NASDAQ,Unknown,Equity,USD
273,KEYS,KEYS,US,NYSE/NASDAQ,Unknown,Equity,USD
274,KMB,KMB,US,NYSE/NASDAQ,Unknown,Equity,USD
275,KIM,KIM,US,NYSE/NASDAQ,Unknown,Equity,USD
276,KMI,KMI,US,NYSE/NASDAQ,Unknown,Equity,USD
277,KKR,KKR,US,NYSE/NASDAQ,Unknown,Equity,USD
278,KLAC,KLAC,US,NYSE/NASDAQ,Unknown,Equity,USD
279,KHC,KHC,US,NYSE/NASDAQ,Unknown,Equity,USD
280,KR,KR,US,NYSE/NASDAQ,Unknown,Equity,USD
281,LHX,LHX,US,NYSE/NASDAQ,Unknown,Equity,USD
282,LH,LH,US,NYSE/NASDAQ,Unknown,Equity,USD
283,LRCX,LRCX,US,NYSE/NASDAQ,Unknown,Equity,USD
284,LW,LW,US,NYSE/NASDAQ,Unknown,Equity,USD
285,LVS,LVS,US,NYSE/NASDAQ,Unknown,Equity,USD
286,LDOS,LDOS,US,NYSE/NASDAQ,Unknown,Equity,USD
287,LEN,LEN,US,NYSE/NASDAQ,Unknown,Equity,USD
288,LII,LII,US,NYSE/NASDAQ,Unknown,Equity,USD
289,LLY,LLY,US,NYSE/NASDAQ,Unknown,Equity,USD
290,LIN,LIN,US,NYSE/NASDAQ,Unknown,Equity,USD
291,LYV,LYV,US,NYSE/NASDAQ,Unknown,Equity,USD
292,LMT,LMT,US,NYSE/NASDAQ,Unknown,Equity,USD
293,L,L,US,NYSE/NASDAQ,Unknown,Equity,USD
294,LOW,LOW,US,NYSE/NASDAQ,Unknown,Equity,USD
295,LULU,LULU,US,NYSE/NASDAQ,Unknown,Equity,USD
296,LYB,LYB,US,NYSE/NASDAQ,Unknown,Equity,USD
297,MTB,MTB,US,NYSE/NASDAQ,Unknown,Equity,USD
298,MPC,MPC,US,NYSE/NASDAQ,Unknown,Equity,USD
299,MAR,MAR,US,NYSE/NASDAQ,Unknown,Equity,USD
300,MMC,MMC,US,NYSE/NASDAQ,Unknown,Equity,USD
301,MLM,MLM,US,NYSE/NASDAQ,Unknown,Equity,USD
302,MAS,MAS,US,NYSE/NASDAQ,Unknown,Equity,USD
303,MA,MA,US,NYSE/NASDAQ,Unknown,Equity,USD
304,MTCH,MTCH,US,NYSE/NASDAQ,Unknown,Equity,USD
305,MKC,MKC,US,NYSE/NASDAQ,Unknown,Equity,USD
306,MCD,MCD,US,NYSE/NASDAQ,Unknown,Equity,USD
307,MCK,MCK,US,NYSE/NASDAQ,Unknown,Equity,USD
308,MDT,MDT,US,NYSE/NASDAQ,Unknown,Equity,USD
309,MRK,MRK,US,NYSE/NASDAQ,Unknown,Equity,USD
310,META,META,US,NYSE/NASDAQ,Unknown,Equity,USD
311,MET,MET,US,NYSE/NASDAQ,Unknown,Equity,USD
312,MTD,MTD,US,NYSE/NASDAQ,Unknown,Equity,USD
313,MGM,MGM,US,NYSE/NASDAQ,Unknown,Equity,USD
314,MCHP,MCHP,US,NYSE/NASDAQ,Unknown,Equity,USD
315,MU,MU,US,NYSE/NASDAQ,Unknown,Equity,USD
316,MSFT,MSFT,US,NYSE/NASDAQ,Unknown,Equity,USD
317,MAA,MAA,US,NYSE/NASDAQ,Unknown,Equity,USD
318,MRNA,MRNA,US,NYSE/NASDAQ,Unknown,Equity,USD
319,MOH,MOH,US,NYSE/NASDAQ,Unknown,Equity,USD
320,TAP,TAP,US,NYSE/NASDAQ,Unknown,Equity,USD
321,MDLZ,MDLZ,US,NYSE/NASDAQ,Unknown,Equity,USD
322,MPWR,MPWR,US,NYSE/NASDAQ,Unknown,Equity,USD
323,MNST,MNST,US,NYSE/NASDAQ,Unknown,Equity,USD
324,MCO,MCO,US,NYSE/NASDAQ,Unknown,Equity,USD
325,MS,MS,US,NYSE/NASDAQ,Unknown,Equity,USD
326,MOS,MOS,US,NYSE/NASDAQ,Unknown,Equity,USD
327,MSI,MSI,US,NYSE/NASDAQ,Unknown,Equity,USD
328,MSCI,MSCI,US,NYSE/NASDAQ,Unknown,Equity,USD
329,NDAQ,NDAQ,US,NYSE/NASDAQ,Unknown,Equity,USD
330,NTAP,NTAP,US,NYSE/NASDAQ,Unknown,Equity,USD
331,NFLX,NFLX,US,NYSE/NASDAQ,Unknown,Equity,USD
332,NEM,NEM,US,NYSE/NASDAQ,Unknown,Equity,USD
333,NWSA,NWSA,US,NYSE/NASDAQ,Unknown,Equity,USD
334,NWS,NWS,US,NYSE/NASDAQ,Unknown,Equity,USD
335,NEE,NEE,US,NYSE/NASDAQ,Unknown,Equity,USD
336,NKE,NKE,US,NYSE/NASDAQ,Unknown,Equity,USD
337,NI,NI,US,NYSE/NASDAQ,Unknown,Equity,USD
338,NDSN,NDSN,US,NYSE/NASDAQ,Unknown,Equity,USD
339,NSC,NSC,US,NYSE/NASDAQ,Unknown,Equity,USD
340,NTRS,NTRS,US,NYSE/NASDAQ,Unknown,Equity,USD
341,NOC,NOC,US,NYSE/NASDAQ,Unknown,Equity,USD
342,NCLH,NCLH,US,NYSE/NASDAQ,Unknown,Equity,USD
343,NRG,NRG,US,NYSE/NASDAQ,Unknown,Equity,USD
344,NUE,NUE,US,NYSE/NASDAQ,Unknown,Equity,USD
345,NVDA,NVDA,US,NYSE/NASDAQ,Unknown,Equity,USD
346,NVR,NVR,US,NYSE/NASDAQ,Unknown,Equity,USD
347,NXPI,NXPI,US,NYSE/NASDAQ,Unknown,Equity,USD
348,ORLY,ORLY,US,NYSE/NASDAQ,Unknown,Equity,USD
349,OXY,OXY,US,NYSE/NASDAQ,Unknown,Equity,USD
350,ODFL,ODFL,US,NYSE/NASDAQ,Unknown,Equity,USD
351,OMC,OMC,US,NYSE/NASDAQ,Unknown,Equity,USD
352,ON,ON,US,NYSE/NASDAQ,Unknown,Equity,USD
353,OKE,OKE,US,NYSE/NASDAQ,Unknown,Equity,USD
354,ORCL,ORCL,US,NYSE/NASDAQ,Unknown,Equity,USD
355,OTIS,OTIS,US,NYSE/NASDAQ,Unknown,Equity,USD
356,PCAR,PCAR,US,NYSE/NASDAQ,Unknown,Equity,USD
357,PKG,PKG,US,NYSE/NASDAQ,Unknown,Equity,USD
358,PLTR,PLTR,US,NYSE/NASDAQ,Unknown,Equity,USD
359,PANW,PANW,US,NYSE/NASDAQ,Unknown,Equity,USD
360,PSKY,PSKY,US,NYSE/NASDAQ,Unknown,Equity,USD
361,PH,PH,US,NYSE/NASDAQ,Unknown,Equity,USD
362,PAYX,PAYX,US,NYSE/NASDAQ,Unknown,Equity,USD
363,PAYC,PAYC,US,NYSE/NASDAQ,Unknown,Equity,USD
364,PYPL,PYPL,US,NYSE/NASDAQ,Unknown,Equity,USD
365,PNR,PNR,US,NYSE/NASDAQ,Unknown,Equity,USD
366,PEP,PEP,US,NYSE/NASDAQ,Unknown,Equity,USD
367,PFE,PFE,US,NYSE/NASDAQ,Unknown,Equity,USD
368,PCG,PCG,US,NYSE/NASDAQ,Unknown,Equity,USD
369,PM,PM,US,NYSE/NASDAQ,Unknown,Equity,USD
370,PSX,PSX,US,NYSE/NASDAQ,Unknown,Equity,USD
371,PNW,PNW,US,NYSE/NASDAQ,Unknown,Equity,USD
372,PNC,PNC,US,NYSE/NASDAQ,Unknown,Equity,USD
373,POOL,POOL,US,NYSE/NASDAQ,Unknown,Equity,USD
374,PPG,PPG,US,NYSE/NASDAQ,Unknown,Equity,USD
375,PPL,PPL,US,NYSE/NASDAQ,Unknown,Equity,USD
376,PFG,PFG,US,NYSE/NASDAQ,Unknown,Equity,USD
377,PG,PG,US,NYSE/NASDAQ,Unknown,Equity,USD
378,PGR,PGR,US,NYSE/NASDAQ,Unknown,Equity,USD
379,PLD,PLD,US,NYSE/NASDAQ,Unknown,Equity,USD
380,PRU,PRU,US,NYSE/NASDAQ,Unknown,Equity,USD
381,PEG,PEG,US,NYSE/NASDAQ,Unknown,Equity,USD
382,PTC,PTC,US,NYSE/NASDAQ,Unknown,Equity,USD
383,PSA,PSA,US,NYSE/NASDAQ,Unknown,Equity,USD
384,PHM,PHM,US,NYSE/NASDAQ,Unknown,Equity,USD
385,PWR,PWR,US,NYSE/NASDAQ,Unknown,Equity,USD
